date,Battery (Charging) -  GWh,Exports -  GWh,Imports -  GWh,Coal -  GWh,Gas -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar -  GWh,Wind (Curtailment) -  GWh,Solar (Curtailment) -  GWh,Temperature Max - C,Temperature Mean - C,Temperature Min - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal Emissions Vol - tCO₂e,Gas Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Exports Market Value - AUD,Imports Market Value - AUD,Coal Market Value - AUD,Gas Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar Market Value - AUD
1/12/2010,0,-939.3,147.5,4277.39,29.52,0,533.05,97.93,0,0,0,0,0,0,1058342.28,37739.9,5472538.44,21944.44,1079.06,17.22,0,0,0,71761218.18,636995.43,0,9919191.15,1539751.72,0
1/01/2011,0,-624.78,197.24,4349.92,160.78,0,169.34,81.87,0,0,0,0,0,0,751953.12,54056.82,5551451.77,114973.69,1146.31,50.69,0,0,0,172624123.2,21097378.4,0,30119552.16,2571436.92,0
1/02/2011,0,-580.4,194,3877.44,145.58,0,285.53,72.16,0,0,0,0,0,0,682541.52,70983.87,4961636.73,103651.17,1115.02,49.14,0,0,0,155290307.2,19054075.33,0,25074153.45,3923674.26,0
1/03/2011,0,-539.43,146.48,4307.05,72.52,0,172.49,94.57,0,0,0,0,0,0,661394.56,63093.86,5543124.27,61610.08,1176.97,25.61,0,0,0,107795201.3,2078126,0,5119696.08,2292321.5,0
1/04/2011,0,-465.61,111.09,4109.48,19.22,0,133.77,72.44,0,0,0,0,0,0,580132.3,49840.51,5293072.47,16337.91,1200.67,26.11,0,0,0,105297127.1,560664.66,0,3968485.97,1811998.38,0
1/05/2011,0,-296.82,295.39,4042.58,54.17,0,337.54,83.42,0,0,0,0,0,0,359873.87,207530.06,5247170.95,39794,1136.92,35.77,0,0,0,139838252.9,2623768.55,0,14544854.14,2674922.43,0
1/06/2011,0,-349.78,266.26,4192.85,7.11,0,281.06,127.55,0,0,0,0,0,0,426407.45,146852.07,5450278.75,4295.92,1143.64,29,0,0,0,117548012.5,276645.21,0,9970763.49,3511724.62,0
1/07/2011,0,-388.52,286.36,4357.7,76.59,0,216.79,137.37,0,0,0,0,0,0,472585.64,127034.93,5650888.92,45442.54,1141.8,30.93,0,0,0,128378929.6,3535210.84,0,8496396.36,3887153.91,0
1/08/2011,0,-389.82,221.03,4361.43,39.31,0,182.67,87.54,0,0,0,0,0,0,483491.57,118059.04,5641239.78,22720.58,1176.89,30.93,0,0,0,130254255.4,1617280.33,0,6717404.12,2556684.11,0
1/09/2011,0,-501.17,176.93,4228.53,19.85,0,157.14,131.78,0,0,0,0,0,0,615281.56,51675.66,5481944.82,11239.15,1170.07,27.75,0,0,0,114141493.3,651103.42,0,5052089.18,3424973.79,0
1/10/2011,0,-688.31,47.37,4567.4,55.92,0,132.34,113.78,0,0,0,0,0,0,853639.91,17873.33,5941469.06,33266,1215.32,24.36,0,0,0,108093975.2,1565896.52,0,3923341.14,2550363.9,0
1/11/2011,0,-726.95,74.12,4338.61,165.48,0,164.02,98.71,0,0,0,0,0,0,881878.07,19566.37,5611301.85,95411.4,1177.54,27.32,0,0,0,115180003.3,5307909.92,0,5136007.39,2496186.38,0
1/12/2011,0,-649.14,53.85,4611.97,48.73,0,123.75,113.19,0,0,0,0,0,0,790528.92,21280.33,5977882.06,27403.86,1217.02,22.97,0,43844.27,-344.47,102718540.3,1221913.82,0,3399808.85,2391383.97,0
1/01/2012,0,-693.17,78.35,4642.19,56.44,0,114.49,144.68,0,0,0,0,0,0,662800.82,21604.72,5991562.01,32530.76,1239.45,25.52,0,578929.71,-162176.29,112365259.3,2040899.6,0,3921196.27,3346396.79,0
1/02/2012,0,-544.11,66.68,4401.36,33.16,0,76.45,97.29,0,0,0,0,0,0,507167.83,8642.91,5690486.77,18628.84,1261.39,26.91,0,448921.47,-154936.13,114221840.6,1327539.31,0,2564963.8,2382943.48,0
1/03/2012,0,-638.98,117.28,4344.28,32.76,0,204.57,117.65,0,0,0,0,0,0,776083.03,32236.44,5617236.46,18412.5,1170.97,24.37,0,0,0,102628003.2,979174.6,0,5300255.03,2674310.64,0
1/04/2012,0,-426.3,216.82,3897.03,63.39,0,133.89,81.39,0,0,0,0,0,0,526973.6,51108.89,5051614.81,35293.38,1162.58,32.91,0,0,0,124911931.7,2517612.77,0,5055206.86,2457206.06,0
1/05/2012,0,-422.14,116.02,4481.29,22.51,0,176.78,115.35,0,0,0,0,0,0,525088.75,40281.24,5818796.43,12665.14,1190.84,27.17,0,0,0,118797131.2,607121.46,0,5828698.76,3029877.71,0
1/06/2012,0,-222.16,321.58,3757.4,169.61,0,333.72,124.57,0,0,0,0,0,0,262878.4,104510.9,4857643.45,94237.54,1068.86,37.84,0,0,0,136189412.7,7434940.7,0,14659221.94,4416285.61,0
